parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/0/amp,parameter/0/0/0/sigma,parameter/0/1/0/amp,parameter/0/1/0/sigma,parameter/0/1/1/amp,parameter/0/1/1/sigma,parameter/0/2/0/amp,parameter/0/2/0/sigma,parameter/0/2/1/amp,parameter/0/2/1/sigma,parameter/0/2/2/amp,parameter/0/2/2/sigma,parameter/0/3/0/amp,parameter/0/3/0/sigma,parameter/0/3/1/amp,parameter/0/3/1/sigma,parameter/0/3/2/amp,parameter/0/3/2/sigma,parameter/0/3/3/amp,parameter/0/3/3/sigma,parameter/0/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11,created,running,finished
493,0.9786666667,-0.986,0.0433333333,-0.0066666667,0.016,0.0,-0.0186666667,-0.0186666667,0.674,-0.6533333333,-0.716,0.7,0.0053333333,0.004,0.7126666667,-0.744,0.686,-0.6673333333,174,cvkgvjpvawwg0089n2cg,0.9786666667,+,X,0.0635760002,8.3981385298,0.3048076983,6.2503528311,0.4045591323,6.621388577,0.4109588885,4.5202027931,0.4116223761,4.7284716744,0.3941153521,4.9359286884,0.3961447967,2.1794244432,0.0580319537,1.4788402375,0.2944251126,1.1696998213,0.4894551718,2.3675876848,1.1392522849,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
494,0.9846666667,-0.9786666667,-0.028,-0.0333333333,0.0226666667,-0.03,0.0186666667,-0.0226666667,-0.1266666667,0.1146666667,-0.974,0.9733333333,0.0053333333,-0.012,0.972,-0.9833333333,-0.0766666667,0.0833333333,192,cvkgvjpvawwg0089n2cg,0.9846666667,+,X,0.3957891706,8.5840477125,0.3886197725,6.2810988118,0.8445773459,6.2915757929,0.5720054316,4.5649905742,0.6479671506,4.3794327583,0.1710687797,4.3648113777,0.5983401148,1.3288458374,0.9053305457,2.7109746772,0.3801787442,1.1562838538,0.4590408851,1.8685401335,1.107415159,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
495,0.9793333333,-0.9813333333,0.02,-0.0353333333,-0.0266666667,0.0666666667,-0.0413333333,0.0333333333,-0.6106666667,0.5733333333,-0.7986666667,0.7846666667,-0.092,0.0633333333,0.798,-0.7906666667,-0.5873333333,0.5686666667,210,cvkgvjpvawwg0089n2cg,0.9793333333,+,X,0.7926622089,7.8037446089,0.3162858655,6.8384077719,0.8585022372,5.5202457965,0.6232467412,3.4676216264,0.8635601717,3.9089390021,0.6265710808,4.9088964242,0.7082830895,1.5424413738,0.8874119848,2.7698455116,0.017182481,2.4657361287,0.8367338542,1.7215875456,-0.2275972372,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
496,0.9746666667,-0.9746666667,0.064,-0.068,-0.128,0.146,-0.042,0.024,-0.672,0.6726666667,-0.7346666667,0.7506666667,-0.116,0.104,0.7106666667,-0.718,-0.6386666667,0.6286666667,228,cvkgvjpvawwg0089n2cg,0.9746666667,+,X,0.8942941969,7.1682437131,0.5688950709,6.8107762881,0.6026572232,6.3540298047,0.8853321403,4.6937725808,0.4742580064,3.8536301614,0.6558293137,4.0131235754,0.8479904212,1.2168498024,0.2936629994,2.4802171501,0.384159535,2.6022963668,0.9226418985,2.7104702422,-1.0854284566,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
497,0.9846666667,-0.9813333333,-0.036,0.012,0.032,-0.0106666667,0.0506666667,-0.0586666667,0.1126666667,-0.1193333333,-0.9786666667,0.9793333333,0.046,-0.0406666667,0.9773333333,-0.9753333333,0.1013333333,-0.1193333333,246,cvkgvjpvawwg0089n2cg,0.9846666667,+,X,0.2453127634,7.3569586315,0.9426491833,6.936681131,0.8518406865,5.2941253915,0.0070820004,3.8292381712,0.1656904447,4.2944163406,0.6992049685,3.3590817398,0.1226372476,2.095117579,0.4708186043,1.5584552899,0.3338196366,1.1242293953,0.1032099003,2.2687534552,1.9161928031,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
498,0.9886666667,-0.9806666667,-0.0286666667,0.036,-0.018,0.008,0.012,-0.0066666667,0.5813333333,-0.564,-0.8,0.8053333333,-0.0093333333,0.0053333333,0.8146666667,-0.796,0.5633333333,-0.5733333333,264,cvkgvjpvawwg0089n2cg,0.9886666667,+,X,0.0304420238,8.4772348656,0.2979894543,5.340064943,0.8313995473,6.7531185638,0.305715611,4.0384237245,0.1366363728,3.5918306584,0.6246428635,3.0678074116,0.6894072683,1.7799684852,0.903966437,2.0438775826,0.5219175535,2.0159191807,0.34583041,2.1838797488,1.5013246113,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
499,0.9726666667,-0.9666666667,0.0666666667,-0.068,-0.128,0.1733333333,-0.0653333333,0.0686666667,-0.792,0.794,-0.5933333333,0.566,-0.1573333333,0.1346666667,0.614,-0.5733333333,-0.7706666667,0.7746666667,282,cvkgvjpvawwg0089n2cg,0.9726666667,+,X,0.8411663998,7.5229986719,0.9372331519,6.9338189091,0.8985327155,6.9563928687,0.5095473472,3.9305923441,0.2180902179,3.4224302539,0.2549450711,4.7877088288,0.4018978439,1.9800066698,0.6967620988,1.0306321031,0.4432737284,2.1150676294,0.6833816598,1.5549217331,-1.2065682739,29,-1,,,,,2024-09-15T16:39:38.984004Z,2024-09-15T22:11:34.471Z,2024-09-15T22:32:07.968Z
500,0.9733333333,-0.9826666667,0.054,-0.0286666667,-0.1086666667,0.1006666667,-0.076,0.0566666667,-0.4486666667,0.4693333333,-0.868,0.8546666667,-0.086,0.09,0.8713333333,-0.8706666667,-0.4613333333,0.4313333333,0,cvkgvkew5350008xh8xg,0.9733333333,+,X,0.5641796232,8.4218004471,0.9967735499,6.8481669075,0.3797507614,5.5095879583,0.9388975605,4.4178702008,0.2367511928,4.888054342,0.7530036643,3.4454696647,0.9379522492,2.8243219423,0.1462578126,2.496269338,0.2122702697,1.221295102,0.4882513854,1.1815748882,-0.9475419172,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
501,0.976,-0.9833333333,0.0493333333,-0.0626666667,-0.112,0.06,-0.092,0.0373333333,-0.066,0.064,-0.9793333333,0.9806666667,-0.0893333333,0.0933333333,0.9766666667,-0.972,-0.1093333333,0.0573333333,18,cvkgvkew5350008xh8xg,0.976,+,X,0.4906465773,7.1658524914,0.1823362021,5.2059781584,0.6560858794,6.4845824415,0.2053617643,4.415634687,0.5769129816,4.5016168458,0.9968639827,4.778235776,0.9126157144,1.2518793698,0.8853410611,2.8744394911,0.9181905911,2.8402905536,0.8262167799,2.303554745,-1.5678191473,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
502,0.986,-0.986,-0.034,0.024,0.014,-0.0706666667,0.0453333333,0.014,0.3086666667,-0.292,-0.918,0.9273333333,-0.012,0.006,0.936,-0.9173333333,0.3173333333,-0.3406666667,36,cvkgvkew5350008xh8xg,0.986,+,X,0.0149282448,7.044688371,0.9402232053,5.2850986223,0.6137120239,6.9419582144,0.292879811,4.4491503918,0.1236436416,3.538154473,0.8230586117,4.7302244686,0.9555914594,1.398821112,0.914888182,2.3179425786,0.0728649349,2.1927822933,0.8546834053,2.6626238872,1.3534273273,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
503,0.9793333333,-0.9753333333,0.038,-0.07,-0.1146666667,0.128,-0.0366666667,0.032,-0.582,0.574,-0.786,0.8113333333,-0.116,0.114,0.8113333333,-0.7873333333,-0.5666666667,0.5633333333,54,cvkgvkew5350008xh8xg,0.9793333333,+,X,0.7075890296,8.9150225294,0.9822323195,6.2950433233,0.3496385764,5.6434690996,0.6809049139,3.9160062859,0.156544736,3.8455025798,0.599044235,4.8919521317,0.3219527904,2.6556182791,0.0883210938,1.7108928056,0.0776413881,1.413595233,0.7736708495,2.5093732559,-1.0532802454,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
504,0.986,-0.9766666667,0.0413333333,-0.052,-0.0573333333,0.0433333333,-0.0593333333,0.0486666667,-0.0906666667,0.0833333333,-0.9786666667,0.978,-0.0206666667,0.068,0.9833333333,-0.9766666667,-0.0566666667,0.1013333333,72,cvkgvkew5350008xh8xg,0.986,+,X,0.2733163175,8.4117796532,0.6215358872,6.7433621221,0.8047899385,5.3239079495,0.6908915897,3.6839245553,0.8125179975,3.0992767345,0.9785203355,3.2705240619,0.0168860882,2.8480947771,0.7658690401,2.4988734875,0.529807334,2.3271457214,0.4587243018,2.3811619935,-1.1281328403,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
505,0.9873333333,-0.982,0.0593333333,-0.0353333333,-0.0326666667,0.0153333333,-0.0446666667,0.024,0.2786666667,-0.27,-0.932,0.9366666667,-0.0033333333,0.006,0.9353333333,-0.9426666667,0.29,-0.338,90,cvkgvkew5350008xh8xg,0.9873333333,+,X,0.3302887797,7.1147249624,0.9140290267,6.8473615397,0.2737800899,5.0568685898,0.2738473091,3.2106357793,0.0581044675,3.4849754033,0.2010704625,4.8387495535,0.9478757253,1.6691657271,0.1210421983,2.2214272572,0.4276926121,2.9347798647,0.3670049814,1.0833291388,-0.2902808639,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
506,0.9533333333,-0.9533333333,0.0813333333,-0.0473333333,-0.24,0.2533333333,-0.066,0.0526666667,-0.912,0.914,-0.4186666667,0.38,-0.2713333333,0.276,0.396,-0.3493333333,-0.87,0.8473333333,108,cvkgvkew5350008xh8xg,0.9533333333,+,X,0.9830714909,8.3848245297,0.5908623872,6.0532153475,0.8507786246,5.9899794028,0.8047154445,3.6725575251,0.9286446117,3.84257167,0.7120290781,4.8193389802,0.3914830214,1.3495181015,0.4471189336,2.1133182423,0.211016405,1.706130708,0.5960809979,1.8120525375,-1.7740218148,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
507,0.9866666667,-0.978,0.0333333333,-0.0266666667,-0.0033333333,-0.0106666667,-0.024,0.0026666667,-0.49,0.516,-0.8526666667,0.8373333333,0.046,-0.014,0.8473333333,-0.854,-0.4813333333,0.502,126,cvkgvkew5350008xh8xg,0.9866666667,+,X,0.8203217223,7.8655095439,0.3014948836,6.5635718858,0.8498478979,5.3077163658,0.1535074211,3.1167000878,0.6838491419,4.8253502423,0.5514301513,4.9703286612,0.4365290712,2.5526282028,0.7227504429,2.4744491004,0.5488416687,2.3646200888,0.4024983425,1.1072049163,0.638547926,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
508,0.9853333333,-0.9746666667,0.022,0.0,0.0066666667,0.0273333333,-0.004,0.0033333333,0.2193333333,-0.2226666667,-0.946,0.9553333333,-0.02,0.0086666667,0.9586666667,-0.9626666667,0.24,-0.2333333333,144,cvkgvkew5350008xh8xg,0.9853333333,+,X,0.326695272,8.4179660748,0.2479458003,6.7253084846,0.8575155012,5.3548540888,0.3752461589,3.9121210257,0.0809739011,3.1963510285,0.8532709709,3.3133942778,0.6037986763,2.2168022346,0.2848596776,1.0126078933,0.4902445323,2.6306508828,0.1423478641,1.8698116263,0.3531549976,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
509,0.9713333333,-0.978,-0.024,0.014,0.092,-0.1033333333,0.0386666667,-0.0826666667,-0.536,0.5513333333,-0.8226666667,0.8173333333,0.1253333333,-0.1146666667,0.7933333333,-0.842,-0.522,0.5013333333,162,cvkgvkew5350008xh8xg,0.9713333333,+,X,0.687382918,7.015279182,0.8856250968,5.5496226442,0.6864818821,6.074887605,0.8439884631,4.3901480901,0.7452663728,4.1069219132,0.3499698804,3.0525836383,0.4765677809,1.8111696699,0.7146311518,2.2148840968,0.6559094863,2.2487530827,0.7952365473,2.2792992235,1.9751770364,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
510,0.9833333333,-0.9746666667,0.096,-0.066,-0.086,0.1086666667,-0.0606666667,0.07,-0.3053333333,0.292,-0.9373333333,0.9446666667,-0.0513333333,0.122,0.9326666667,-0.9353333333,-0.292,0.2706666667,180,cvkgvkew5350008xh8xg,0.9833333333,+,X,0.5213453198,8.8002500184,0.8779791867,6.7987420934,0.2491884591,6.0492014603,0.6791189579,4.8764249274,0.1991159715,4.5865909845,0.5815158576,3.9808496371,0.241613486,2.4720606378,0.8689193162,1.1946514291,0.6849626514,2.6962920936,0.8053100853,2.1202089506,-1.523754831,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
511,0.986,-0.982,0.018,-0.0113333333,0.0093333333,-0.0306666667,-0.0026666667,-0.0186666667,-0.006,0.0233333333,-0.984,0.9806666667,-0.008,-0.0133333333,0.9813333333,-0.9833333333,-0.0133333333,0.0446666667,198,cvkgvkew5350008xh8xg,0.986,+,X,0.5846169742,8.9983390459,0.0014329402,5.1623582902,0.8571162552,5.8244306732,0.1526211324,3.3032082394,0.4698431991,4.6386535293,0.0720788616,3.0798492671,0.6602733376,1.2134814475,0.9851092124,1.294872975,0.3045649623,1.0690614477,0.0914500884,2.7436749603,0.7529156389,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
512,0.9813333333,-0.9793333333,-0.0226666667,0.0426666667,0.08,-0.0486666667,0.062,-0.028,-0.3206666667,0.3406666667,-0.916,0.9213333333,0.0686666667,-0.0513333333,0.926,-0.9113333333,-0.3006666667,0.284,216,cvkgvkew5350008xh8xg,0.9813333333,+,X,0.8945469601,8.6628324219,0.0765315432,6.5612048657,0.4108724927,6.5987167521,0.6808974063,4.0057661464,0.4551776939,3.2965035561,0.0206845262,4.6394323288,0.3473610044,1.2811334715,0.6925733547,2.2180057536,0.1904991816,1.9772786033,0.3903902846,1.4852097614,1.527593086,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
513,0.9793333333,-0.976,0.0113333333,-0.058,-0.0126666667,0.012,-0.058,0.0326666667,0.602,-0.5713333333,-0.7753333333,0.7306666667,-0.0173333333,0.0126666667,0.782,-0.7726666667,0.6066666667,-0.6346666667,234,cvkgvkew5350008xh8xg,0.9793333333,+,X,0.2221054461,7.5044059342,0.5959414321,6.7817880328,0.0710251328,6.2625659788,0.3814169803,3.381529877,0.2140941852,4.8487493377,0.3550651132,3.6390051893,0.3682570635,1.4361487278,0.3568474205,2.3243239559,0.3675900169,1.7901066279,0.6258593427,1.0392809672,-1.7717676636,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
514,0.9766666667,-0.974,-0.022,0.052,0.0773333333,-0.076,0.0753333333,-0.0613333333,-0.3713333333,0.3946666667,-0.896,0.902,0.0886666667,-0.074,0.918,-0.914,-0.3773333333,0.3886666667,252,cvkgvkew5350008xh8xg,0.9766666667,+,X,0.7153118591,8.5419232648,0.4017013693,6.6342859936,0.5096603511,6.5807917107,0.2113390379,3.1137538586,0.3632509158,4.9164510468,0.7885606063,3.7500464023,0.809541067,1.7577760715,0.4633036867,1.9830254684,0.6152709904,2.7304581747,0.2281178136,2.5252309837,1.9812609823,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
515,0.9786666667,-0.982,-0.002,0.0113333333,0.01,-0.0066666667,0.0106666667,0.0053333333,0.3346666667,-0.306,-0.9126666667,0.9293333333,0.0086666667,-0.0073333333,0.9206666667,-0.9246666667,0.288,-0.3446666667,270,cvkgvkew5350008xh8xg,0.9786666667,+,X,0.2166570472,7.1759807004,0.525144441,6.1050404238,0.1102317977,6.8775577012,0.9346679385,4.8805524298,0.6932301897,4.5701547162,0.6025665076,4.8410149634,0.8559424246,1.6981456504,0.7352897593,2.6199235782,0.2112573525,1.0321136097,0.8330195139,2.3180934178,1.3774719804,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
516,0.9846666667,-0.976,0.0086666667,0.006,0.0306666667,-0.0306666667,0.008,-0.0353333333,0.3806666667,-0.3493333333,-0.8913333333,0.9053333333,0.0113333333,-0.0026666667,0.8913333333,-0.8953333333,0.368,-0.3986666667,288,cvkgvkew5350008xh8xg,0.9846666667,+,X,0.488089474,7.4490770077,0.4920308709,6.3758453816,0.1025966697,6.8986077758,0.1332631899,3.8511828987,0.2298440914,3.2886518717,0.2928735736,4.3514807157,0.3962923908,1.3362584838,0.0841037168,2.1578131595,0.0711419819,1.4432421479,0.6820661085,2.4854820951,1.4852994312,30,-1,,,,,2024-09-15T16:39:42.015316Z,2024-09-15T22:15:40.523Z,2024-09-15T22:36:20.386Z
517,0.9813333333,-0.9786666667,-0.03,0.0486666667,0.0653333333,-0.0853333333,0.0486666667,-0.068,-0.486,0.4793333333,-0.8813333333,0.8493333333,0.0926666667,-0.07,0.862,-0.8666666667,-0.4473333333,0.464,6,cvkgvm6vawwg0089n2d0,0.9813333333,+,X,0.8399461902,8.7373061166,0.9333190681,5.7988759816,0.0407119582,6.132248793,0.3148756124,4.9226487256,0.044829658,4.4790496053,0.6745563012,3.5733033977,0.9875297276,1.1296033658,0.4591466718,2.5487680303,0.5637895031,2.4794300119,0.0648222725,1.2422774284,1.8478598066,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
518,0.9833333333,-0.9806666667,0.016,-0.0366666667,-0.0293333333,0.028,-0.0326666667,0.0306666667,0.1506666667,-0.098,-0.968,0.976,-0.008,-0.0066666667,0.976,-0.9706666667,0.1133333333,-0.116,24,cvkgvm6vawwg0089n2d0,0.9833333333,+,X,0.3292329845,7.0864160479,0.4178705372,6.5353451037,0.9488158368,5.3929910315,0.7150422023,4.1710656542,0.0246705523,4.9660640068,0.6625166615,3.4752456592,0.283744529,2.7170269607,0.4661259186,1.1775263256,0.883803298,1.4659483512,0.7813486429,2.1186374514,-0.1046712776,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
519,0.9766666667,-0.982,-0.0413333333,0.024,0.0426666667,-0.0486666667,0.0526666667,-0.028,0.0306666667,-0.0293333333,-0.9826666667,0.9733333333,0.022,-0.0326666667,0.988,-0.9846666667,0.0373333333,-0.0266666667,42,cvkgvm6vawwg0089n2d0,0.9766666667,+,X,0.5707713845,8.5201133977,0.4716729894,6.7830604502,0.3628074325,6.2642796528,0.1489174706,4.6318726439,0.3178141865,4.5526956117,0.1082367166,3.5620955407,0.4176674072,2.2263521245,0.989383016,2.4466898135,0.3040780123,2.1893429071,0.0445623511,1.8720464075,1.9648853403,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
520,0.982,-0.984,0.0013333333,-0.0413333333,-0.0346666667,0.018,-0.004,-0.0353333333,-0.2313333333,0.2453333333,-0.9466666667,0.9593333333,-0.028,0.0226666667,0.9486666667,-0.954,-0.232,0.236,60,cvkgvm6vawwg0089n2d0,0.982,+,X,0.6670970479,7.8959691283,0.7244817568,6.356337475,0.2032840645,6.1469159362,0.1143674275,3.7774668048,0.9771103073,4.394872003,0.2843198413,4.9598063071,0.3921823985,2.4541973719,0.581642159,1.4983776807,0.6324048241,2.3797958064,0.9106234853,1.0915821366,0.1728441507,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
521,0.978,-0.976,-0.0346666667,0.0113333333,0.0146666667,-0.0393333333,0.03,-0.03,0.1373333333,-0.1573333333,-0.9753333333,0.968,0.0473333333,-0.0186666667,0.9753333333,-0.9726666667,0.1393333333,-0.1626666667,78,cvkgvm6vawwg0089n2d0,0.978,+,X,0.2159308941,8.9759760027,0.9936282671,5.3385970346,0.5297985069,5.6227213126,0.6731228721,4.9481039959,0.0327315879,4.2223458985,0.8901364473,3.1647515278,0.1118976879,1.0837850555,0.7858493813,1.0733036585,0.4425072264,2.8046276742,0.3762577649,2.2892652885,1.8002704265,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
522,0.9753333333,-0.9773333333,-0.034,-0.006,0.0306666667,-0.0106666667,0.0306666667,-0.0433333333,-0.798,0.8026666667,-0.596,0.5893333333,0.0486666667,-0.054,0.5686666667,-0.572,-0.78,0.7873333333,96,cvkgvm6vawwg0089n2d0,0.9753333333,+,X,0.8154546185,8.0928540708,0.747346382,5.9174982099,0.5996544748,6.581076225,0.9929541324,4.9654858154,0.7230313444,4.5491992145,0.8464723557,4.4693092299,0.0886888064,1.4759239774,0.2548079974,1.1555438659,0.9105552822,2.7354018906,0.1850293724,2.2231567718,1.0611633692,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
523,0.9866666667,-0.9806666667,0.0473333333,-0.0366666667,-0.0466666667,0.0246666667,-0.0406666667,0.0433333333,0.0673333333,-0.0813333333,-0.972,0.9713333333,-0.0433333333,0.0326666667,0.9813333333,-0.9786666667,0.082,-0.0793333333,114,cvkgvm6vawwg0089n2d0,0.9866666667,+,X,0.2749720744,8.5735290846,0.0625714443,6.05173401,0.9764651448,6.8548423685,0.9059889917,4.9245709694,0.4558096185,3.6214760056,0.5119542811,4.6785763362,0.8322933124,1.4897901255,0.1156376752,2.0464821548,0.4812696012,1.0232185287,0.6874010172,1.8114136895,-0.9753693055,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
524,0.982,-0.9773333333,0.0133333333,0.0013333333,0.006,-0.0193333333,-0.024,0.0393333333,0.8706666667,-0.8873333333,-0.4433333333,0.412,-0.0193333333,0.0166666667,0.4213333333,-0.414,0.896,-0.8973333333,132,cvkgvm6vawwg0089n2d0,0.982,+,X,0.0428379431,8.2919468055,0.1478688523,5.1704339214,0.2031277252,5.9372990953,0.1450841305,3.1757763453,0.1410851825,3.3955003334,0.3958325105,3.5450607154,0.907195868,1.6502776938,0.1475388599,1.0195358465,0.6404112724,2.3100958233,0.5989366786,2.479659314,-1.4239646691,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
525,0.976,-0.9886666667,-0.0153333333,-0.0033333333,0.0413333333,-0.0133333333,0.016,-0.0226666667,0.468,-0.4493333333,-0.8746666667,0.8546666667,-0.0106666667,-0.0126666667,0.8673333333,-0.8733333333,0.4746666667,-0.46,150,cvkgvm6vawwg0089n2d0,0.976,+,X,0.0590451563,8.5290778011,0.2607256612,6.2208625364,0.8072187619,5.7532062204,0.7115295438,4.5001893512,0.5771749154,3.129148156,0.701611483,4.6057162428,0.4928080003,2.4640723593,0.120778957,2.2864381701,0.3430088219,2.6731802835,0.1205777876,1.7923925851,1.4864668789,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
526,0.972,-0.978,-0.0046666667,0.036,0.068,-0.0586666667,0.0386666667,-0.0553333333,-0.402,0.4193333333,-0.8933333333,0.894,0.0673333333,-0.0626666667,0.8726666667,-0.8826666667,-0.4246666667,0.3986666667,168,cvkgvm6vawwg0089n2d0,0.972,+,X,0.7679894078,7.9385719723,0.0596320207,6.4476290782,0.6884171682,6.5602590681,0.0720038673,3.7317173594,0.9178768599,3.6294302797,0.8437033961,4.6579741199,0.6498606251,2.5646474807,0.8813806205,2.9572588582,0.9685038678,1.4975633142,0.2373164588,2.8727492669,1.5231668715,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
527,0.9853333333,-0.982,-0.0473333333,0.01,-0.0046666667,0.008,0.0353333333,-0.0246666667,0.484,-0.474,-0.8533333333,0.864,-0.0113333333,-0.028,0.8686666667,-0.8606666667,0.462,-0.47,186,cvkgvm6vawwg0089n2d0,0.9853333333,+,X,0.1997499988,7.8621495545,0.5259236099,6.323189025,0.138337551,6.9471072832,0.6970935474,4.4001595894,0.3388143793,3.0573488918,0.7423171673,3.9949402036,0.6557035931,2.588413778,0.8318700925,2.2473014471,0.2652844494,1.5568299397,0.2122915723,1.2528238295,1.7763505336,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
528,0.9873333333,-0.984,0.026,-0.0273333333,-0.014,0.024,-0.038,0.008,0.2926666667,-0.244,-0.9393333333,0.9446666667,-0.0393333333,0.0366666667,0.944,-0.946,0.264,-0.2766666667,204,cvkgvm6vawwg0089n2d0,0.9873333333,+,X,0.4108188739,7.3582889364,0.3465916751,6.0672369498,0.8250748477,5.3419378775,0.4857129977,3.4291561851,0.0595139376,4.1070394111,0.1839041561,3.3005168661,0.2229259802,2.0859129495,0.0353267673,1.0659379124,0.1817520511,2.8813749624,0.4411367657,2.8928954424,0.1149017914,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
529,0.9813333333,-0.9806666667,-0.0426666667,-0.002,0.0273333333,-0.0473333333,0.0153333333,-0.0066666667,0.044,-0.022,-0.978,0.9773333333,0.034,-0.0206666667,0.9773333333,-0.9766666667,0.068,-0.102,222,cvkgvm6vawwg0089n2d0,0.9813333333,+,X,0.2894559565,7.1745719748,0.8041933883,5.2304366782,0.914454401,5.054586831,0.7872882306,3.7613394136,0.5379970376,3.9548518922,0.1118537073,4.6134431866,0.7390086511,2.4448369861,0.0685152892,1.7772580017,0.697698566,2.2475434435,0.2249959019,2.2946339578,1.4503181176,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
530,0.9826666667,-0.9773333333,0.0286666667,-0.0193333333,-0.034,0.0213333333,-0.0473333333,0.0553333333,0.5513333333,-0.5266666667,-0.798,0.808,-0.0333333333,0.0506666667,0.814,-0.836,0.5326666667,-0.538,240,cvkgvm6vawwg0089n2d0,0.9826666667,+,X,0.1437704164,7.3108101865,0.6684771568,6.6761611826,0.2327492163,6.1982703247,0.0024781847,4.4434766186,0.4608585851,4.9517849647,0.2789948943,4.1088206621,0.5852610026,1.4556872768,0.9191790181,2.8964636506,0.0817501038,2.0261380654,0.6339566991,2.3583915523,-1.7598120045,31,-1,,,,,2024-09-15T16:39:45.038777Z,2024-09-15T22:19:40.851Z,2024-09-15T22:40:35.886Z
