parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/amp,parameter/0/0/sigma,parameter/0/0/beta,parameter/1/0/amp,parameter/1/0/sigma,parameter/1/0/beta,parameter/1/1/amp,parameter/1/1/sigma,parameter/1/1/beta,parameter/2/0/amp,parameter/2/0/sigma,parameter/2/0/beta,parameter/2/1/amp,parameter/2/1/sigma,parameter/2/1/beta,parameter/2/2/amp,parameter/2/2/sigma,parameter/2/2/beta,parameter/3/0/amp,parameter/3/0/sigma,parameter/3/0/beta,parameter/3/1/amp,parameter/3/1/sigma,parameter/3/1/beta,parameter/3/2/amp,parameter/3/2/sigma,parameter/3/2/beta,parameter/3/3/amp,parameter/3/3/sigma,parameter/3/3/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11
352,0.9633333333,-0.9366666667,-0.0593333333,0.0693333333,0.074,-0.076,0.072,-0.042,0.518,-0.4853333333,-0.8026666667,0.844,0.0473333333,-0.018,0.838,-0.842,0.5353333333,-0.4693333333,36,crs81ne7wv80008f6f20,0.9633333333,+,X,0.6330916762,8.483326354,1.0441399709,0.3979283262,6.3632624999,1.2973899982,0.5072990811,5.9127552572,0.3259449788,0.0998358429,3.0172012522,-0.3008435134,0.416921764,4.0510908278,1.3681595158,0.4796424939,4.6082193059,1.777894372,0.2490055507,2.4851744633,0.873778765,0.4183521927,1.2549471064,1.6558922017,0.4852436532,2.1983376696,-1.1508568744,0.3728441536,2.069139713,1.8839576081,21,6336,46.0,51.0,2899.0,4.0
353,0.97,-0.9533333333,-0.024,0.0433333333,0.0186666667,-0.0246666667,0.0366666667,-0.006,0.5813333333,-0.6173333333,-0.7206666667,0.7426666667,0.0186666667,-0.004,0.7426666667,-0.724,0.6153333333,-0.5933333333,54,crs81ne7wv80008f6f20,0.97,+,X,0.6181526242,7.1579597814,1.6174844886,0.3091431445,5.1894727668,1.2653950872,0.3981524898,5.7153151831,-0.5624300146,0.4504869339,3.0793001797,0.2249800498,0.1124796426,4.0735695482,-0.9034688223,0.6806071338,4.9339442759,-0.2697120392,0.4929650344,1.5073056308,-1.9083469754,0.1673264869,1.2854484931,0.1011787451,0.5779224569,1.9751620846,-0.5445263458,0.819465196,2.4758633033,-1.4184674566,21,6354,41.0,41.0,2914.0,4.0
354,0.9713333333,-0.9546666667,0.0333333333,0.006,0.0146666667,0.014,0.0013333333,0.0273333333,0.832,-0.828,-0.482,0.4686666667,0.0206666667,-0.0026666667,0.5046666667,-0.4413333333,0.8593333333,-0.8366666667,72,crs81ne7wv80008f6f20,0.9713333333,+,X,0.3419042064,8.6407032368,-0.3682110669,0.0820085732,6.3338850307,-0.4451690801,0.0365210106,6.921231619,-0.3507651624,0.6536782229,4.2435094487,-0.1008227347,0.7610405928,4.3630098742,-1.7226046566,0.6754312001,4.265155142,0.9535870214,0.230452987,2.404723749,1.9175383399,0.2424090623,2.9705491505,-1.1880145592,0.0648092543,2.4912023811,-0.888315752,0.3653410015,2.8709644,1.8892778819,21,6372,47.0,39.0,2910.0,4.0
355,0.9473333333,-0.922,-0.1226666667,0.1253333333,0.1846666667,-0.154,0.1353333333,-0.1086666667,-0.0946666667,0.0933333333,-0.9306666667,0.9573333333,0.1746666667,-0.1213333333,0.9473333333,-0.9386666667,-0.0806666667,0.112,90,crs81ne7wv80008f6f20,0.9473333333,+,X,0.877464913,8.5481365563,1.1677070264,0.6474444218,5.8396979513,0.3961805082,0.3122812423,5.4871856453,-0.3743471823,0.1358098881,4.6916308948,0.1319058907,0.5664565986,3.2481037326,0.2498134673,0.8298612623,4.6974919538,0.4206657246,0.2456761866,1.0897548664,1.9521454546,0.1968032644,1.5683510506,-1.7342403319,0.2218026878,2.954859824,-0.7357073828,0.7387906483,1.6941692806,0.6178559393,21,6390,47.0,71.0,2874.0,8.0
356,0.968,-0.9453333333,-0.0666666667,0.022,0.1013333333,-0.048,0.08,-0.0686666667,0.0573333333,-0.02,-0.944,0.9606666667,0.0693333333,-0.01,0.9673333333,-0.9573333333,0.0446666667,-0.024,108,crs81ne7wv80008f6f20,0.968,+,X,0.1688180341,7.6605136297,-1.2413064398,0.8666134553,6.9390097156,-0.3205851125,0.8878557706,6.9452971752,-1.2472600409,0.5825109661,4.0559569516,-1.6642558572,0.9019499078,4.2920401352,-1.0165958371,0.9050086208,4.9031716894,1.7343753605,0.317269174,2.7911354277,-1.6488689916,0.42567842,1.1792627419,-1.0519549407,0.2498002454,2.9465591829,-1.0461266099,0.7364881767,1.3335645372,0.4440298618,21,6408,44.0,43.0,2908.0,5.0
357,0.9586666667,-0.9266666667,-0.0953333333,0.144,0.082,-0.0613333333,0.1133333333,-0.0833333333,0.3746666667,-0.3733333333,-0.8586666667,0.8826666667,0.1,-0.0466666667,0.9053333333,-0.8573333333,0.4113333333,-0.402,126,crs81ne7wv80008f6f20,0.9586666667,+,X,0.7815220227,7.5570428351,1.7713763391,0.4437704214,6.3246956526,-1.9410457244,0.2432517148,6.4463608285,-0.5617374946,0.3623200099,4.9609465541,-1.5016861546,0.3660760295,3.8614223508,0.8717894004,0.4581516041,3.8946928966,0.181543598,0.0999747679,2.2367884621,-0.4205262523,0.1990694454,1.5878545714,-0.7483724688,0.6569258086,1.7806466263,0.0140427798,0.0568848234,2.6706226848,-0.5724937059,21,6426,41.0,58.0,2897.0,4.0
358,0.9753333333,-0.94,0.0066666667,0.0193333333,0.022,0.026,0.04,-0.0086666667,0.612,-0.6186666667,-0.7186666667,0.748,0.016,0.0093333333,0.7426666667,-0.7066666667,0.6153333333,-0.6173333333,144,crs81ne7wv80008f6f20,0.9753333333,+,X,0.5144948165,7.5294388653,0.3024376393,0.4075133335,5.3541935447,-1.5466575637,0.4626745063,5.2249107931,-1.318360972,0.1304328887,4.4004227609,1.7966743369,0.4782335465,4.4412311529,-0.5058163746,0.8307947841,3.1278331307,-1.1869149386,0.9602481073,2.4738761285,-1.2383770175,0.7622419825,2.693555992,1.458285079,0.1528047124,1.983199871,-0.1230584293,0.6204015782,2.484408975,-1.8925406541,21,6444,45.0,32.0,2918.0,5.0
359,0.9826666667,-0.9506666667,-0.0206666667,0.0386666667,0.0206666667,-0.012,0.0746666667,-0.028,0.7366666667,-0.7066666667,-0.6126666667,0.656,0.0093333333,0.018,0.674,-0.622,0.738,-0.7233333333,162,crs81ne7wv80008f6f20,0.9826666667,+,X,0.5958551911,7.5047504308,0.7081586446,0.0689409307,5.5744488592,-0.5784679346,0.2581981998,5.5296056554,0.373460612,0.74602109,4.3498833139,-1.1119342674,0.3578871756,4.3630806438,-0.1428976444,0.0978795909,3.806956054,-1.9605240796,0.0180798135,1.769414125,-0.4411157737,0.4997318287,2.2854452862,1.3323850181,0.2124531227,1.733628112,0.0124056203,0.29511973,1.080376518,-1.2508715081,21,6462,34.0,22.0,2940.0,4.0
360,0.9693333333,-0.9453333333,-0.024,0.0713333333,0.0526666667,-0.0426666667,0.054,-0.0613333333,0.12,-0.1046666667,-0.9353333333,0.9606666667,0.0206666667,-0.006,0.9706666667,-0.9413333333,0.1186666667,-0.0833333333,180,crs81ne7wv80008f6f20,0.9693333333,+,X,0.5772426579,8.2655319901,-0.3219625951,0.5026827497,5.2682404575,-1.441217965,0.727243079,5.9688798854,-1.9473664376,0.3047692563,3.9028228242,-1.0925517506,0.9605873844,4.8254562804,-1.4199813343,0.983798723,3.6658325112,-1.6582398903,0.6670615277,1.2170902295,0.4710457137,0.4145347471,2.2850644279,-0.2274521498,0.2088456078,2.2287407724,1.5887740781,0.7443428167,2.7178728004,1.0942096429,21,6480,44.0,41.0,2910.0,5.0
361,0.968,-0.946,-0.006,0.068,0.026,0.0046666667,0.0313333333,0.0073333333,0.79,-0.7553333333,-0.5066666667,0.5326666667,0.0386666667,0.0366666667,0.5713333333,-0.538,0.8226666667,-0.7946666667,198,crs81ne7wv80008f6f20,0.968,+,X,0.2073859127,8.8226349264,0.4473801635,0.3809031143,6.6491400032,-1.0459178051,0.733149708,6.0531352955,1.0610800842,0.4530544938,4.5993637641,-1.87431495,0.1119838747,3.6971882802,-1.6641750831,0.2184427278,4.4538425403,0.5853657187,0.85958136,2.3694602972,0.3269583837,0.5736068165,1.1787899532,1.8799276389,0.0497253236,1.8158682509,-1.3503382709,0.4245264982,2.9874370237,1.8636022331,21,6498,48.0,41.0,2904.0,7.0
362,0.976,-0.9646666667,-0.0226666667,0.036,0.0333333333,0.0153333333,0.018,-0.026,0.6833333333,-0.6773333333,-0.654,0.696,0.0586666667,-0.002,0.6766666667,-0.6906666667,0.6793333333,-0.678,216,crs81ne7wv80008f6f20,0.976,+,X,0.4397237338,8.2983719064,-0.0630781029,0.0947598156,6.9277666962,-1.0599971317,0.0165768167,5.7358664043,1.1473093695,0.6919364684,3.1364576722,-1.4483852729,0.9432595981,4.1380803937,1.4574881955,0.8254609268,4.9980510982,-0.8793924634,0.0057765539,2.2467507438,1.9780781194,0.4462464082,2.1427845553,-0.9402164439,0.7788335992,2.6674569562,-1.1533557986,0.1451754093,2.533160101,0.6243103601,21,6516,56.0,31.0,2908.0,5.0
363,0.9506666667,-0.9373333333,-0.0693333333,0.1386666667,0.1286666667,-0.076,0.1433333333,-0.09,0.244,-0.1793333333,-0.914,0.94,0.0806666667,-0.0586666667,0.946,-0.9133333333,0.224,-0.2066666667,234,crs81ne7wv80008f6f20,0.9506666667,+,X,0.6755928055,7.0524115731,0.6987365391,0.2423758272,6.0950378201,0.6362600848,0.7931510025,6.2574499655,1.9351013573,0.2440156822,4.726383779,-1.3651454155,0.9062511962,3.6913229886,1.3821654415,0.6247305205,4.6069461988,1.2447224575,0.1126083576,1.9367680879,1.728991874,0.7644089486,2.7372738624,0.8250551948,0.4556802332,1.0139798648,1.0092811401,0.4038866973,1.3401925839,0.5585516762,21,6534,38.0,63.0,2888.0,11.0
364,0.9733333333,-0.9486666667,-0.0086666667,0.0553333333,0.0333333333,0.0146666667,-0.002,0.0193333333,0.6613333333,-0.6653333333,-0.636,0.696,0.0453333333,0.0053333333,0.6973333333,-0.6626666667,0.7066666667,-0.66,252,crs81ne7wv80008f6f20,0.9733333333,+,X,0.2421132718,7.205012119,0.486800413,0.1329075905,6.7443679079,0.6566345263,0.8693851286,5.7996327795,0.0814712459,0.8583195842,4.57283102,0.1431725368,0.2325242952,3.1787588031,1.0859421146,0.6490351982,3.0425177604,-0.3524481532,0.69798586,1.8813581445,0.9737555213,0.2972354382,1.5435146416,-0.1164928072,0.5826305681,1.4290664219,1.2612606822,0.494169529,2.2264910446,0.8770900251,21,6552,39.0,37.0,2921.0,3.0
365,0.97,-0.9506666667,-0.028,0.018,0.0373333333,-0.0206666667,-0.0066666667,0.022,0.2246666667,-0.2126666667,-0.9266666667,0.954,0.02,0.0453333333,0.9413333333,-0.914,0.216,-0.1713333333,270,crs81ne7wv80008f6f20,0.97,+,X,0.8935998387,7.0398082189,-1.8636722288,0.0718341238,5.4748734502,-0.1648043164,0.4335182463,6.4554056695,0.4821252522,0.2448853911,4.355621015,-0.1687079636,0.8546596466,4.437831244,-0.3675971298,0.1340663198,3.905199823,0.6250787878,0.6359315424,2.9755097211,-1.9847498069,0.4300291587,1.1799685746,-1.6702767014,0.1645783727,2.4967037302,-0.2157154023,0.9367649797,1.5754605528,1.7021978865,21,6570,39.0,43.0,2916.0,2.0
366,0.978,-0.9413333333,0.0006666667,0.0313333333,0.0573333333,0.048,0.034,-0.0193333333,0.862,-0.8506666667,-0.4206666667,0.4366666667,0.0426666667,0.006,0.436,-0.376,0.8806666667,-0.8413333333,288,crs81ne7wv80008f6f20,0.978,+,X,0.2402113679,7.5936647307,-0.0627669652,0.0550395923,5.0454953101,0.7873218059,0.6290125194,5.2863778169,0.3124304249,0.556569692,3.5489446988,0.6817361574,0.2151578848,3.1788866096,0.2807873006,0.08084336,4.5091597315,-0.7988807106,0.63138333,1.6307032251,0.5134768594,0.6484799705,2.8299069778,1.1547184291,0.874217368,2.2220380229,0.6479908953,0.6321394728,1.228340193,-0.3643675472,21,6588,48.0,31.0,2919.0,2.0
367,0.9546666667,-0.9406666667,-0.144,0.1386666667,0.162,-0.1613333333,0.1626666667,-0.1406666667,-0.142,0.1533333333,-0.9213333333,0.9433333333,0.1533333333,-0.0873333333,0.9653333333,-0.922,-0.0773333333,0.1346666667,6,crs81p6y7jt0008zzj7g,0.9546666667,+,X,0.8080542668,8.9920596986,1.3389822124,0.3562565091,6.5639637083,1.3887901233,0.6169936564,6.4990843481,-0.1254715141,0.0384227202,4.8472820791,0.4773074597,0.5170811539,4.2130195302,1.5618138324,0.6966808333,4.4857983361,-0.3159942973,0.8289706135,1.2063392814,0.4514510596,0.4998214651,1.9995944948,1.847955594,0.4489367284,2.4618839278,-1.056432105,0.9735538941,1.5647522222,-1.2317864775,22,6606,39.0,63.0,2893.0,5.0
368,0.948,-0.9226666667,-0.098,0.1353333333,0.1293333333,-0.1233333333,0.138,-0.1186666667,-0.2346666667,0.2333333333,-0.916,0.9193333333,0.148,-0.1253333333,0.9353333333,-0.9193333333,-0.248,0.2486666667,24,crs81p6y7jt0008zzj7g,0.948,+,X,0.8060940641,7.7980286454,1.2599057279,0.107746874,6.2547606219,1.4734089184,0.9402815508,6.8982572232,-1.8410310433,0.674000564,3.7555149202,0.1091359699,0.6788449893,4.3425166455,-1.595421976,0.4214533627,3.578300197,1.1764859353,0.6758110819,1.1281974619,-1.6222784424,0.1852231733,1.4404845785,0.4671495504,0.8223313954,1.5115596192,1.5462653564,0.0262540995,1.574732241,0.7882353544,22,6624,41.0,69.0,2881.0,9.0
369,0.962,-0.944,-0.0313333333,0.03,0.108,-0.0386666667,0.0693333333,-0.064,0.0226666667,-0.0413333333,-0.9453333333,0.98,0.0646666667,-0.0473333333,0.9786666667,-0.9413333333,0.0733333333,-0.0166666667,42,crs81p6y7jt0008zzj7g,0.962,+,X,0.8095791164,8.3895001173,-1.3749104259,0.4428054256,6.6354122695,-1.3082029787,0.6219444367,5.1863854634,1.7700375506,0.3301917209,4.6260516147,1.8989270437,0.8091864897,3.0367905551,-0.8923857971,0.4679203236,4.7849640125,-1.073665447,0.8179532253,1.5136543116,1.3269530413,0.5631889627,2.6769865856,0.2956200358,0.9448344547,1.2184191795,0.0549959043,0.6156110199,1.8928962546,0.817292809,22,6642,42.0,51.0,2901.0,6.0
370,0.9553333333,-0.9353333333,-0.0513333333,0.1086666667,0.1506666667,-0.1493333333,0.1306666667,-0.0846666667,-0.082,0.086,-0.94,0.9513333333,0.126,-0.0993333333,0.9713333333,-0.9346666667,-0.076,0.0893333333,60,crs81p6y7jt0008zzj7g,0.9553333333,+,X,0.882993325,8.7054976851,0.7557813185,0.2748826832,5.5145928799,-1.2634115389,0.4068597529,6.4240865225,0.0564956572,0.8714344021,3.7002861706,1.9081524992,0.5506399779,4.8706436174,-1.2206237021,0.4568499772,4.7465516314,-1.8692631657,0.4287566479,2.056590224,1.9555025815,0.9603153751,1.4411766491,-1.3502205797,0.4099173644,1.5633298381,1.0837024567,0.7338178537,2.7444808084,0.8005374187,22,6660,51.0,59.0,2882.0,8.0
371,0.9746666667,-0.946,0.018,0.0326666667,0.0306666667,0.03,-0.0046666667,0.0046666667,0.63,-0.6226666667,-0.7086666667,0.748,0.044,0.04,0.7506666667,-0.692,0.6393333333,-0.6206666667,78,crs81p6y7jt0008zzj7g,0.9746666667,+,X,0.217592756,7.3727828392,0.2398299719,0.8640842325,5.947156812,-1.7402842524,0.2808456931,6.7276206852,0.4260266479,0.6577875498,3.5860417548,-1.4580880975,0.7197604167,3.1495817659,-1.5070819368,0.1220886158,4.1083728437,-0.8862213973,0.8722713453,2.7333795234,-0.3746500894,0.9761009844,2.1887212676,-1.2974261714,0.1225736176,1.9508605558,1.4274447536,0.8670221308,2.5602592945,-0.6546028213,22,6678,37.0,38.0,2925.0,0.0
372,0.9666666667,-0.9593333333,0.0026666667,0.05,0.0586666667,-0.0346666667,0.0366666667,-0.0326666667,0.3533333333,-0.3706666667,-0.858,0.9006666667,0.032,-0.0393333333,0.9046666667,-0.8726666667,0.3946666667,-0.3493333333,96,crs81p6y7jt0008zzj7g,0.9666666667,+,X,0.4851019127,7.5857821331,-1.7879548885,0.9186143747,5.9927477976,-0.1307484621,0.537158984,6.9348067184,-0.0109433986,0.587498018,4.2032787341,0.4106721809,0.0529730246,3.2286572819,-1.3707610629,0.2945982354,3.9105936827,1.3226126614,0.4703639069,2.9207474384,-0.6013772507,0.538683427,2.5291964587,-0.0142161426,0.0517729747,1.9112140768,1.4795693277,0.2665529333,2.5698457697,0.747071355,22,6696,46.0,49.0,2904.0,1.0
373,0.9646666667,-0.942,-0.0253333333,0.0933333333,0.1066666667,-0.0673333333,0.104,-0.0466666667,0.0453333333,-0.0486666667,-0.9446666667,0.9673333333,0.112,-0.0513333333,0.97,-0.9466666667,0.094,-0.0413333333,114,crs81p6y7jt0008zzj7g,0.9646666667,+,X,0.9139488716,7.3602290839,-0.3366667938,0.6558724712,6.3271644245,0.22392253,0.2056050924,5.2432939161,-0.5523215282,0.5771839358,4.2409070248,1.3676360112,0.2112328043,3.2585544083,-0.0894520291,0.1882133194,4.4131675402,-0.2851848849,0.7115613976,2.7518363329,1.1765493755,0.9722092352,1.5099782957,-0.4559722582,0.0454470775,1.6106735239,0.1575174067,0.337339775,2.5891163276,-0.2554728443,22,6714,50.0,50.0,2897.0,3.0
374,0.972,-0.94,0.0113333333,0.0506666667,-0.002,0.0466666667,0.0186666667,-0.0046666667,0.7073333333,-0.6993333333,-0.6086666667,0.648,0.0446666667,0.0026666667,0.6413333333,-0.596,0.78,-0.698,132,crs81p6y7jt0008zzj7g,0.972,+,X,0.5281489514,7.8472016848,-0.2991380886,0.0305722553,5.5684364685,1.6946458061,0.511533329,5.7454017023,-1.3126270271,0.2680147551,3.2370117024,-0.6950252097,0.7474587819,3.7032246522,1.8553357519,0.1088857554,3.6405136634,-0.2364816609,0.3248304992,2.3027705058,1.850145444,0.1040661124,2.9869994295,1.5161215396,0.5893485862,1.5916601641,-1.1023075011,0.5277368665,2.5900123459,-1.3552210693,22,6732,46.0,38.0,2912.0,4.0
375,0.9646666667,-0.9353333333,-0.05,0.0213333333,0.1133333333,-0.046,0.0753333333,-0.046,0.0526666667,-0.002,-0.9353333333,0.9673333333,0.0313333333,-0.0793333333,0.9786666667,-0.9486666667,0.044,-0.036,150,crs81p6y7jt0008zzj7g,0.9646666667,+,X,0.7213043908,8.0003004686,-0.6674223675,0.6799726886,6.6816679911,-0.8772056926,0.6122147575,5.7189792978,1.9010595438,0.5227808793,4.5831608617,-1.0584727874,0.0830440432,4.7053888221,1.8108780475,0.6505720544,3.8989318651,1.6859445706,0.491809121,1.7499348717,-0.8406680275,0.0169929608,2.5357337916,-1.3208363837,0.9667766044,1.9277475357,-1.6474256878,0.9075251637,1.7818898895,1.6691237924,22,6750,42.0,50.0,2905.0,3.0
376,0.9693333333,-0.9446666667,-0.0346666667,0.0146666667,0.0906666667,-0.0553333333,0.0826666667,-0.042,0.2133333333,-0.17,-0.928,0.946,0.0466666667,-0.0266666667,0.9546666667,-0.9393333333,0.226,-0.168,168,crs81p6y7jt0008zzj7g,0.9693333333,+,X,0.6957195284,8.6611349732,-0.9476661166,0.422901382,5.7954318057,-1.3544229118,0.5754992067,5.4403635277,0.6096964341,0.5476028215,3.0125722948,1.3648079913,0.1814093795,4.7641815865,1.5219153658,0.8420060914,4.6509952949,0.2112067945,0.7452781028,2.8603142158,0.876309859,0.0696418166,2.3426974478,-0.1305683151,0.528293895,1.9810147931,-1.87019375,0.1812289144,1.2088048132,-1.8497299575,22,6768,45.0,40.0,2909.0,6.0
377,0.9373333333,-0.916,-0.0493333333,0.076,0.1846666667,-0.19,0.11,-0.0933333333,-0.4033333333,0.4393333333,-0.8566666667,0.8686666667,0.138,-0.1466666667,0.8666666667,-0.85,-0.3773333333,0.4046666667,186,crs81p6y7jt0008zzj7g,0.9373333333,+,X,0.8355006455,8.5679952686,-0.186941998,0.805902783,5.4282448047,1.5339497318,0.6564426213,5.1930109325,0.6435101337,0.5920038993,3.5837954723,-0.6905805369,0.0183106301,3.2535819354,1.3406928647,0.8628976885,4.2152458565,0.5599556934,0.8172084169,1.4582545864,-0.0390557798,0.2537535807,2.165344697,1.7530657938,0.917750551,1.6584277929,-0.8476177266,0.6153444289,1.1414444564,1.2071772982,22,6786,40.0,88.0,2866.0,6.0
378,0.9713333333,-0.95,-0.0473333333,0.0953333333,0.0286666667,0.0126666667,0.0766666667,-0.0286666667,0.4253333333,-0.398,-0.838,0.874,0.0473333333,-0.0366666667,0.8986666667,-0.854,0.446,-0.392,204,crs81p6y7jt0008zzj7g,0.9713333333,+,X,0.2914659512,7.1945925528,0.3519356978,0.8079996274,6.9756754593,1.6981295453,0.6429187754,6.7733201697,1.7869628175,0.6033557863,3.9427220733,-0.3041131283,0.2226192709,4.4162410691,-0.4705514566,0.7895379819,3.6757764713,-1.1026444545,0.8198322252,1.0827760317,1.4979900604,0.3707400755,2.1306378177,-1.2433723223,0.7235844366,2.7998554609,0.3849852526,0.8485079582,2.8770726344,1.4878212072,22,6804,39.0,40.0,2918.0,3.0
379,0.9526666667,-0.9366666667,-0.112,0.0993333333,0.1793333333,-0.1533333333,0.1426666667,-0.146,-0.03,0.044,-0.9446666667,0.958,0.1013333333,-0.1073333333,0.978,-0.934,-0.0593333333,0.0453333333,222,crs81p6y7jt0008zzj7g,0.9526666667,+,X,0.8125589201,8.445485267,0.5988700076,0.7966773554,5.7803765488,-0.4802153962,0.0626380411,6.0088123809,-1.3231531264,0.3270617183,3.4474407132,-0.4835142845,0.7039349329,4.100895718,0.5687045234,0.0743948749,4.7555447535,0.7191980383,0.7758013581,2.1690823488,1.8197724773,0.9911605933,1.3142828089,-0.3206445464,0.5194052196,2.8167868788,-1.4950432275,0.1920718053,2.4669034341,1.0699217366,22,6822,47.0,62.0,2882.0,9.0
380,0.9666666667,-0.9466666667,-0.0826666667,0.068,0.0133333333,-0.0373333333,0.074,-0.0533333333,0.4133333333,-0.4306666667,-0.8553333333,0.8726666667,0.064,-0.0306666667,0.866,-0.834,0.42,-0.3953333333,240,crs81p6y7jt0008zzj7g,0.9666666667,+,X,0.417896298,7.3143464921,0.2044718777,0.936713955,6.0501687655,1.9066636969,0.4677814084,6.4556498251,0.1847079625,0.5373700135,3.7224701901,-0.7223604668,0.2013940533,3.8909417294,1.3347777869,0.7010429629,3.7827019757,-0.1966990247,0.8454110744,1.5367772972,-1.7859492378,0.6238027908,2.3588811998,-0.6599211539,0.0454370484,1.4578355352,0.2899917103,0.1964928196,1.0340162798,-0.3510523026,22,6840,52.0,45.0,2898.0,5.0
381,0.972,-0.9486666667,0.0006666667,0.0566666667,0.0793333333,0.004,0.0273333333,-0.0146666667,0.7386666667,-0.7246666667,-0.588,0.62,0.04,-0.012,0.6206666667,-0.6186666667,0.7593333333,-0.7373333333,258,crs81p6y7jt0008zzj7g,0.972,+,X,0.115340711,7.648068025,-0.9950142869,0.8325008514,6.1217343012,1.6017067101,0.4327377051,5.4662265512,1.5257687402,0.067938551,3.0272720416,1.5949432743,0.4035273819,4.4142293375,-1.2859138822,0.5637650285,3.727487368,-1.9959938622,0.1164750109,2.6909767209,0.1886175046,0.5889928617,2.8117984172,1.943807416,0.87486379,2.4522498622,0.5537934668,0.1648090605,1.481804578,1.4883141775,22,6858,30.0,37.0,2928.0,5.0
382,0.966,-0.9493333333,-0.068,0.0766666667,0.0213333333,-0.0146666667,0.0526666667,-0.04,0.584,-0.556,-0.7653333333,0.7626666667,0.0486666667,0.0046666667,0.794,-0.7546666667,0.5453333333,-0.5493333333,276,crs81p6y7jt0008zzj7g,0.966,+,X,0.0708072618,8.2232925428,0.7935651553,0.9841338058,5.1874781455,1.7104925747,0.3216420694,5.6325166979,-1.4927160432,0.5938296882,3.2486244771,1.9054647292,0.9320822817,3.2296012756,0.2562069393,0.9336609173,3.5370517305,1.4518021225,0.1300276629,1.1544007257,-0.9961543434,0.9574505902,1.6914728953,1.5385716756,0.0017803693,2.2959182844,0.3842656951,0.0727980729,2.142454934,1.9775899473,22,6876,44.0,34.0,2905.0,17.0
383,0.9413333333,-0.9293333333,-0.14,0.1193333333,0.198,-0.142,0.1233333333,-0.1386666667,-0.052,0.0606666667,-0.9326666667,0.962,0.1873333333,-0.1366666667,0.9613333333,-0.9506666667,-0.0093333333,0.036,294,crs81p6y7jt0008zzj7g,0.9413333333,+,X,0.8134570056,7.839735923,1.8089425134,0.5354156254,6.4714517781,0.6936322759,0.770075509,5.5680229481,-1.0723080187,0.2796903894,3.0036487506,-0.0709468351,0.1268574973,3.8017847995,-1.0737476275,0.5107953189,3.7095672095,-0.6754652436,0.6158831673,2.0821356526,1.3569781546,0.4368764444,1.1316481311,1.1807340382,0.5771882143,1.622995328,-1.926874202,0.5035969561,2.3407481765,0.3705407923,22,6894,54.0,78.0,2858.0,10.0
384,0.96,-0.9466666667,-0.0606666667,0.0706666667,0.044,-0.0313333333,0.0453333333,-0.0793333333,0.2586666667,-0.2573333333,-0.8946666667,0.938,0.0633333333,-0.0126666667,0.9373333333,-0.9213333333,0.296,-0.258,12,crs81pp7wv80008f6f3g,0.96,+,X,0.4411937051,8.3591123738,1.3860432954,0.882457626,5.142266722,1.1131358132,0.8984833203,5.7945413392,-0.6142805239,0.3127780092,4.0552765812,-1.2411550263,0.5332016889,3.3440623152,-1.64311888,0.3341598364,3.3973678451,1.3275090083,0.6178701609,2.4898753504,0.3820174336,0.2779115461,2.5726122784,1.5125252603,0.5946195253,2.3717124647,0.5150983527,0.2496008061,1.2977117314,-0.8899585302,23,6912,38.0,53.0,2902.0,7.0
385,0.9753333333,-0.956,-0.0386666667,0.0333333333,0.0453333333,0.002,0.0606666667,-0.0313333333,0.3686666667,-0.3273333333,-0.868,0.8986666667,0.0506666667,-0.0133333333,0.9106666667,-0.8913333333,0.36,-0.3466666667,30,crs81pp7wv80008f6f3g,0.9753333333,+,X,0.5055015653,7.720056372,-1.1270207989,0.8724909765,6.1751576904,-0.1269084426,0.1490779754,6.8376052136,-0.6197694247,0.6498388729,3.9539918907,0.1641891377,0.3074335508,3.7263513386,1.466488813,0.893952196,4.0146599075,0.2939761555,0.6182521839,2.6414148765,0.386543253,0.163577335,1.3132189683,0.9145634762,0.8865800206,2.0416225735,1.4122971378,0.5988550917,2.3223731862,-0.058411954,23,6930,37.0,31.0,2926.0,6.0
